id,system,name,genre,developer,publisher,region,playcount,gametime,lastplayed,releasedate,rom
122946,3DO,Strahl,Ação,Media Entertainment,Panasonic,us,2,205,2021-11-30 16:49:53,1995-01-01 00:00:00,Strahl (US).chd
14302,3DO,Dragon's Lair,Ação,ReadySoft,ReadySoft,eu,2,205,2021-11-30 16:49:53,1994-01-01 00:00:00,Dragon's Lair (EU).chd
14316,3DO,Primal Rage,Luta,Time Warner Interactive,Atari,eu,2,205,2021-11-30 16:49:53,1995-01-01 00:00:00,Primal Rage (EU).chd
14380,3DO,Shock Wave,Ação,Electronic Arts,Electronic Arts,eu,2,205,2021-11-30 16:49:53,1994-01-01 00:00:00,Shock Wave (EU).chd
105334,3DO,Panzer General,Estratégia,Strategic Simulations,Strategic Simulations,eu,2,205,2021-11-30 16:49:53,1995-01-01 00:00:00,Panzer General (EU).chd
14358,3DO,Blade Force,Ação,Panasonic,Panasonic,eu,2,205,2021-11-30 16:49:53,1995-01-01 00:00:00,BladeForce (EU).chd
14343,3DO,Flying Nightmares,Simulação,Lifelike Productions,Domark,eu,2,205,2021-11-30 16:49:53,1995-01-01 00:00:00,Flying Nightmares (EU).chd
14293,3DO,Gex,Plataforma,Crystal Dynamics,Crystal Dynamics,eu,1,140,2021-11-20 17:45:58,1994-11-16 00:00:00,Gex (EU).chd
14299,3DO,Star Wars : Rebel Assault,Ação,LucasArts,LucasArts,eu,1,140,2021-11-20 17:45:58,1995-01-01 00:00:00,Star Wars - Rebel Assault (EU).chd
14311,3DO,Battle Chess,Quebra-cabeças,Interplay,Interplay,eu,1,140,2021-11-20 17:45:58,1993-01-01 00:00:00,Battle Chess (EU).chd
122976,3DO,Yu Yu Hakusho,Luta,Hudson,Tomy,jp,14,1157,2024-04-11 12:27:13,1993-01-01 00:00:00,Yuu Yuu Hakusho (JP).chd
14327,3DO,Way Of The Warrior,Luta,Naughty Dog,Universal,us,1,46,2024-04-11 12:28:35,1994-01-01 00:00:00,Way of the Warrior (US).chd
14066,Atari 2600,Marine Wars,Ação,Konami,Konami,us,,,,1983-01-01 00:00:00,Marine Wars (USA).zip
14084,Atari 2600,Boxing,Esporte / Boxe,Activision,Activision,us,,,,1980-01-01 00:00:00,Boxing (USA).zip
37891,Atari 2600,Vault Assault,Ação,Brian Prescott,Self-published,us,,,,2001-08-11 00:00:00,Vault Assault (USA) (Unl).zip
37783,Atari 2600,Mario Bros.,Plataforma,Nintendo,Atari,us,,,,1983-01-01 00:00:00,Mario Bros. (USA).zip
37796,Atari 2600,Oink!,Ação,Activision,Activision,us,,,,1983-01-01 00:00:00,Oink! (USA).zip
14012,Atari 2600,Pitfall! : Pitfall Harry's Jungle Adventure,Plataforma,Activision,Activision,us,,,,1982-04-20 00:00:00,Pitfall! - Pitfall Harry's Jungle Adventure (USA).zip
37787,Atari 2600,MegaMania : A Space Nightmare,Tiro / Estilo Space Invader,Activision,Activision,us,,,,1982-09-01 00:00:00,MegaMania - A Space Nightmare (USA).zip
37723,Atari 2600,Elevator Action,Plataforma / Tiro com rolagem,Taito,CGE Services,us,1,142,2023-02-15 11:43:19,2001-01-01 00:00:00,Elevator Action (USA) (Proto).zip
59435,Atari 2600,Donkey Kong Junior,Plataforma,Nintendo,Coleco,us,1,54,2023-02-15 11:37:52,1983-01-01 00:00:00,Donkey Kong Junior (USA).zip
78337,Atari 2600,Planet Patrol,Ação,Spectravision,Spectravision,us,1,54,2023-02-15 11:37:52,1982-01-01 00:00:00,Planet Patrol (USA).zip
71640,Atari 2600,Escape from the Mindmaster,Ação,Starpath,Starpath,us,1,54,2023-02-15 11:37:52,1982-01-01 00:00:00,Escape from the Mindmaster (USA).zip
14040,Atari 2600,Night Driver,Corrida / Pilotagem,Atari,Atari,us,1,54,2023-02-15 11:37:52,1980-01-01 00:00:00,Night Driver (USA).zip
13988,Atari 2600,Space Invaders,Tiro / Estilo Space Invader,Taito,Atari,us,1,54,2023-02-15 11:37:52,1980-01-01 00:00:00,Space Invaders (USA).zip
37813,Atari 2600,Popeye,Ação,Nintendo,Parker Brothers,us,1,54,2023-02-15 11:37:52,1983-09-01 00:00:00,Popeye (USA).zip
14080,Atari 2600,Indy 500,Corrida / Pilotagem,Sears,Atari,us,1,54,2023-02-15 11:37:52,1977-01-01 00:00:00,Indy 500 - Race (USA).zip
87549,Atari 2600,RealSports Volleyball,Esporte / Voleibol,Atari,Atari,us,1,54,2023-02-15 11:37:52,1982-01-01 00:00:00,RealSports Volleyball (USA).zip
58706,Atari 2600,Sea Hawk,Shoot'em Up,Sancho,Sancho,us,1,54,2023-02-15 11:37:52,1983-01-01 00:00:00,Sea Hawk (USA).zip
37693,Atari 2600,Burgertime,Plataforma,M Network,M Network,us,1,19,2022-11-21 11:13:38,1982-01-01 00:00:00,BurgerTime (USA).zip
14079,Atari 2600,Defender,Tiro / Horizontal,Williams Electronics,Atari,us,1,19,2022-11-21 11:13:38,1981-01-01 00:00:00,Defender (USA).zip
14037,Atari 2600,Ice Hockey,Esporte / Hóquei,Activision,Activision,us,1,19,2022-11-21 11:13:38,1981-01-01 00:00:00,Ice Hockey (USA).zip
37728,Atari 2600,Enduro,Corrida / Pilotagem,Activision,Activision,us,1,19,2022-11-21 11:13:38,1983-01-01 00:00:00,Enduro (USA).zip
87547,Atari 2600,RealSports Football,Esporte / Futebol americano,Atari,Atari,us,1,19,2022-11-21 11:13:38,1982-01-01 00:00:00,RealSports Football (USA).zip
51330,Atari 2600,Bump 'n' Jump,Corrida / Pilotagem,M Network,M Network,us,3,53,2023-02-23 21:30:11,1983-01-01 00:00:00,Bump 'n' Jump (USA).zip
14061,Atari 2600,Jungle Hunt,Plataforma / Corre e Pula com rolagem,Atari,Atari,us,3,53,2023-02-23 21:30:11,1983-01-01 00:00:00,Jungle Hunt (USA).zip
13984,Atari 2600,Pac-Man,Ação / Labirinto,Atari,Atari,us,3,53,2023-02-23 21:30:11,1982-03-16 00:00:00,Pac-Man (USA).zip
13983,Atari 2600,Donkey Kong,Plataforma,Atari,Coleco,us,2,98,2023-02-15 11:40:46,1981-01-01 00:00:00,Donkey Kong (USA).zip
59453,Atari 2600,Grand Prix,Corrida / Pilotagem,Activision,Activision,us,2,98,2023-02-15 11:40:46,1982-01-01 00:00:00,Grand Prix (USA).zip
14027,Atari 2600,Warlords,Ação,Atari,Sears,us,2,98,2023-02-15 11:40:46,1981-01-01 00:00:00,Warlords (USA).zip
14112,Atari 2600,RealSports Boxing,Esporte / Boxe,Atari,Atari,us,2,98,2023-02-15 11:40:46,1987-01-01 00:00:00,RealSports Boxing (USA).zip
51280,Atari 2600,Q*bert,Quebra-cabeças,Western Technologies,Parker Brothers,us,2,98,2023-02-15 11:40:46,1983-01-01 00:00:00,Q-bert (USA).zip
14022,Atari 2600,Football,Esporte / Futebol americano,Atari,Atari,us,2,98,2023-02-15 11:40:46,1978-01-01 00:00:00,Football (USA).zip
14078,Atari 2600,Motocross Racer,Corrida / Pilotagem / Moto,Xonox,Xonox,us,2,98,2023-02-15 11:40:46,1984-01-01 00:00:00,Motocross Racer (USA).zip
37747,Atari 2600,Frogger,Ação / Labirinto,Konami,Parker Brothers,us,2,98,2023-02-15 11:40:46,1983-01-01 00:00:00,Frogger (USA).zip
51192,Atari 2600,Buck Rogers : Planet of Zoom,Ação,SEGA,SEGA,us,2,98,2023-02-15 11:40:46,1983-01-01 00:00:00,Buck Rogers - Planet of Zoom (USA).zip
37701,Atari 2600,Commando,Tiro / Run and Gun,Capcom,Activision,us,2,98,2023-02-15 11:40:46,1988-01-01 00:00:00,Commando (USA).zip
37904,Atari 2600,Zaxxon,Shoot'em Up,SEGA,Coleco,us,2,98,2023-02-15 11:40:46,1982-01-01 00:00:00,Zaxxon (USA).zip
107154,Atari 2600,Air Raiders,Tiro / Carro 1ª Pessoa,Telegames,Telegames,us,11,101,2023-08-30 19:52:37,2003-01-01 00:00:00,Air Raiders (USA).zip
59437,Atari 2600,Double Dunk,Esporte / Basquete,Atari,Atari,us,11,101,2023-08-30 19:52:37,1989-01-01 00:00:00,Double Dunk (USA).zip
59473,Atari 2600,Moon Patrol,Ação,Irem,Atari,us,11,101,2023-08-30 19:52:37,1983-01-01 00:00:00,Moon Patrol (USA).zip
37749,Atari 2600,Galaxian,Shoot'em Up,Namco,Atari,us,11,101,2023-08-30 19:52:37,1983-01-01 00:00:00,Galaxian (USA).zip
14047,Atari 2600,Frostbite,Ação,Activision,Activision,us,11,101,2023-08-30 19:52:37,1983-01-01 00:00:00,Frostbite (USA).zip
37772,Atari 2600,Keystone Kapers,Ação,Activision,Activision,us,11,101,2023-08-30 19:52:37,1983-04-01 00:00:00,Keystone Kapers (USA).zip
87546,Atari 2600,RealSports Basketball,Esporte / Basquete,Atari,CGE Services,eu,11,101,2023-08-30 19:52:37,1982-10-01 00:00:00,RealSports Basketball (Europe) (Proto).zip
58707,Atari 2600,Star Raiders,Estratégia,Atari,Atari,us,11,101,2023-08-30 19:52:37,1982-01-01 00:00:00,Star Raiders (USA).zip
37835,Atari 2600,Seaquest,Ação,Activision,Activision,us,1,48,2021-11-19 17:44:47,1983-01-01 00:00:00,Seaquest (USA).zip
37731,Atari 2600,E.T. : The Extra-Terrestrial,Ação,Atari,Atari,us,1,48,2021-11-19 17:44:47,1983-12-02 00:00:00,E.T. - The Extra-Terrestrial (USA).zip
87842,Atari 2600,Raiders of the Lost Ark,Aventura,Atari,Atari,us,1,48,2021-11-19 17:44:47,1982-01-01 00:00:00,Raiders of the Lost Ark (USA).zip
37863,Atari 2600,Suicide Mission,Ação,Arcadia Systems,Arcadia Systems,us,1,48,2021-11-19 17:44:47,1982-01-01 00:00:00,Suicide Mission (USA).zip
14101,Atari 2600,Freeway,Ação,Activision,Activision,us,1,48,2021-11-19 17:44:47,1981-01-01 00:00:00,Freeway (USA).zip
37898,Atari 2600,Wizard of Wor,Ação / Labirinto,Dave Nutting Associates,CBS Software,us,1,48,2021-11-19 17:44:47,1982-01-01 00:00:00,Wizard of Wor (USA).zip
58697,Atari 2600,Communist Mutants From Space,Tiro / Estilo Space Invader,Arcadia,Starpath,us,2,64,2024-04-11 11:49:02,1982-01-01 00:00:00,Communist Mutants from Space (USA).zip
59422,Atari 2600,Chuck Norris Superkicks,Briga de rua,Xonox,Xonox,us,1,63,2024-04-11 10:43:00,1983-01-01 00:00:00,Chuck Norris Superkicks (USA).zip
59432,Atari 2600,Dark Cavern,Ação,M Network,M Network,us,1,66,2024-04-11 10:59:47,1982-01-01 00:00:00,Dark Cavern (USA).zip
13987,Atari 2600,Asteroids,Tiro,Atari,Atari,us,2,60,2024-04-11 10:23:22,1981-01-01 00:00:00,Asteroids (USA).zip
14053,Atari 2600,Bowling,Esporte / Boliche,Atari,Atari,us,5,116,2024-04-11 10:28:03,1978-01-01 00:00:00,Bowling (USA).zip
40103,Arcade - Atomiswave,Atv Track,Corrida / Pilotagem / Corrida de moto em 3ª pessoa,,Gaelco,us,5,,2004-12-31 22:06:14,2002-01-01 00:00:00,atvtrack.zip
37446,Arcade - Atomiswave,Salary Man Kintaro,Plataforma / Mahjong,,Gaelco,us,5,,2004-12-31 22:06:14,2002-01-01 00:00:00,salmankt.zip
37435,Arcade - Atomiswave,Guilty Gear Isuka,Luta / Versus,Sammy Studios,Sammy Studios,us,1,63,2021-11-20 18:00:16,2003-01-01 00:00:00,ggisuka.zip
37439,Arcade - Atomiswave,Knights Of Valour: The Seven Spirits,Luta / 2.5D,International Games System,Sammy Studios,us,1,63,2021-11-20 18:00:16,2004-01-01 00:00:00,kov7sprt.zip
37436,Arcade - Atomiswave,Guilty Gear X Ver. 1.5,Luta / Versus,Sammy Studios,Sammy Studios,us,1,63,2021-11-20 18:00:16,2003-01-01 00:00:00,ggx15.zip
37427,Arcade - Atomiswave,Animal Basket,Esporte / Basquete,MOSS,Sammy Studios,us,4,235,2023-02-14 15:12:56,2005-01-01 00:00:00,anmlbskt.zip
37449,Arcade - Atomiswave,Extreme Hunting 2,Tiro,SEGA,SEGA,us,1,27,2021-02-11 12:07:06,2006-01-01 00:00:00,xtrmhnt2.zip
37445,Arcade - Atomiswave,The Rumble Fish 2,Luta / Versus,Sammy Studios,Sammy Studios,us,1,27,2021-02-11 12:07:06,2004-01-01 00:00:00,rumblef2.zip
150251,Arcade - Atomiswave,Sushi Bar,Quebra-cabeças,Sammy,Sammy,us,1,27,2021-02-11 12:07:06,2003-01-01 00:00:00,sushibar.zip
37428,Arcade - Atomiswave,Sega Bass Fishing Challenge,Esporte / Pesca,SEGA,SEGA,us,1,27,2021-02-11 12:07:06,2009-01-01 00:00:00,basschal.zip
37434,Arcade - Atomiswave,Faster Than Speed,Corrida / Pilotagem / Corrida em 1ª pessoa,Sammy Studios,Sammy,us,5,225,2023-03-17 18:28:23,2004-01-01 00:00:00,ftspeed.zip
37447,Arcade - Atomiswave,Samurai Shodown 6 - Tale Of The World's Greatest Swordsman,Luta / Versus,SNK Playmore,Sammy Studios,us,3,234,2004-12-31 22:17:44,2005-01-01 00:00:00,samsptk.zip
37443,Arcade - Atomiswave,Ranger Mission,Tiro,Sammy,Sammy,us,1,16,2022-04-14 09:19:34,2004-01-01 00:00:00,rangrmsn.zip
150076,Arcade - Atomiswave,Waiwai Drive,Corrida / Pilotagem,MOSS,Sammy Studios,us,1,11,2023-02-21 17:29:08,2005-01-01 00:00:00,waidrive.zip
37440,Arcade - Atomiswave,Maximum Speed,Corrida / Pilotagem / Corrida em 1ª pessoa,Sammy Studios,Sammy,us,5,754,2022-11-21 10:33:00,2003-01-01 00:00:00,maxspeed.zip
37429,Arcade - Atomiswave,Sega Clay Challenge,Tiro,SEGA,SEGA,us,5,754,2022-11-21 10:33:00,2008-01-01 00:00:00,claychal.zip
37432,Arcade - Atomiswave,Dolphin Blue,Plataforma / Tiro com rolagem,Sammy Studios,Sammy Studios,us,8,1626,2022-11-21 09:23:37,2003-01-01 00:00:00,dolphin.zip
37438,Arcade - Atomiswave,The King of Fighters XI,Luta / Versus,SNK Playmore,SEGA,us,8,1626,2022-11-21 09:23:37,2005-01-01 00:00:00,kofxi.zip
37448,Arcade - Atomiswave,Sports Shooting Usa,Tiro,Sammy Studios,Sammy Studios,us,8,1626,2022-11-21 09:23:37,2003-01-01 00:00:00,sprtshot.zip
37450,Arcade - Atomiswave,Extreme Hunting,Tiro,SEGA,SEGA,us,5,219,2023-02-21 17:10:54,2005-01-01 00:00:00,xtrmhunt.zip
150214,Arcade - Atomiswave,Net Select Horse Racing - Victory Furlong,Esporte com animais / Corrida de cavalos,Progress,Sammy Studios,us,5,219,2023-02-21 17:10:54,2005-01-01 00:00:00,vfurlong.zip
37431,Arcade - Atomiswave,Dirty Pigskin Football,Esporte / Futebol americano,Play Mechanix,Sammy Studios,us,5,219,2023-02-21 17:10:54,2004-01-01 00:00:00,dirtypig.zip
150075,Arcade - Atomiswave,Block Pong-pong,Ação / Jogos de Breakout,MOSS,Sammy,us,3,228,2022-11-21 10:12:53,2004-01-01 00:00:00,blokpong.zip
37430,Arcade - Atomiswave,Demolish Fist,Luta / Versus,Sammy Studios,Sammy Studios,us,10,742,2023-07-22 16:43:58,2003-06-01 00:00:00,demofist.zip
37444,Arcade - Atomiswave,The Rumble Fish,Luta / Versus,Sammy Studios,Sammy Studios,us,8,219,2023-08-30 19:56:34,2004-01-01 00:00:00,rumblef.zip
37437,Arcade - Atomiswave,The King of Fighters NeoWave,Luta / Versus,SNK Playmore,Sammy Studios,us,2,871,2024-01-02 21:16:09,2005-01-01 00:00:00,kofnw.zip
37441,Arcade - Atomiswave,Metal Slug 6,Tiro / Run and Gun,SNK Playmore,SEGA,us,6,9234,2024-03-02 14:31:32,2006-02-24 00:00:00,mslug6.zip
37433,Arcade - Atomiswave,Fist Of The North Star,Luta / Versus,SEGA,SEGA,us,5,1302,2024-07-28 14:20:55,2005-01-01 00:00:00,fotns.zip
37442,Arcade - Atomiswave,Neo-geo Battle Coliseum,Luta,SNK Playmore,SEGA,us,11,1120,2024-07-28 14:41:25,2005-01-01 00:00:00,ngbc.zip
64287,Arcade - Atomiswave,Smashing Drive,Corrida / Pilotagem / Corrida em 3ª pessoa,Gaelco,Gaelco,wr,3,1120,2025-03-22 18:26:11,2000-01-01 00:00:00,smashdrv.zip
109493,Commodore 64,Aegean Voyage,,,Spinnaker Software,eu,,,,1984-01-01 00:00:00,Aegean Voyage (USA  Europe).zip
110159,Commodore 64,Ultrex Quadro Maze,Ação / Labirinto,Gregory Pratt,TSi,eu,,,,1984-01-01 00:00:00,Ultrex Quadro Maze (USA  Europe).zip
111042,Commodore 64,Checkers,Jogo de tabuleiro,R. Sonnenberg,Micro-Distributors,eu,,,,1984-01-01 00:00:00,Checkers (USA  Europe).zip
112744,Commodore 64,Halftime Battlin' Bands,Educacional,The Dovetail Group,CBS Software,eu,,,,1984-01-01 00:00:00,Halftime Battlin' Bands featuring... the Jazz Scats! (USA  Europe).zip
110129,Commodore 64,The Visible Solar System,Educacional,The Dovetail Group,Commodore Business Machines,eu,,,,1982-01-01 00:00:00,Visible Solar System  The (USA  Europe) (MAX).zip
112983,Commodore 64,Sea Wolf,Shoot'em Up,Commodore,Commodore Electronics,eu,,,,1982-01-01 00:00:00,Sea Wolf (USA  Europe) (MAX).zip
114197,Commodore 64,Le Mans,Corrida / Pilotagem,Commodore,Commodore Electronics,eu,,,,1982-01-01 00:00:00,LeMans (USA  Europe) (MAX).zip
36665,Commodore 64,Leaderboard Golf,Esporte / Golfe,Access Software,Access Software,eu,,,,1986-01-01 00:00:00,Leader Board - Pro Golf Simulator (USA  Europe).zip
116415,Commodore 64,Oils Well,Ação / Labirinto,Sierra On-Line,Sierra On-Line,eu,,,,1983-01-01 00:00:00,Oil's Well (USA  Europe).zip
114250,Commodore 64,Linking Logic,Educacional,Frieda Lekkerkerker & John McGuirk,Fisher-Price,eu,,,,1984-01-01 00:00:00,Linking Logic (USA  Europe).zip
110208,Commodore 64,Megafun (Tenpins  Meteor Runner + Vortex),Compilação,Frieda Lekkerkerker & John McGuirk,Alphaworks,eu,,,,2004-01-01 00:00:00,Tenpins + Meteor Runner + Vortex (USA  Europe) (Megafun).zip
111172,Commodore 64,Super Games,Variados,Frieda Lekkerkerker & John McGuirk,Commodore,eu,,,,2004-01-01 00:00:00,Colossus Chess + Silicon Syborgs + International Football (USA  Europe) (Super Games).zip
36821,Commodore 64,Badlands,Corrida / Pilotagem,Teque,Tengen,eu,,,,1990-01-01 00:00:00,BadLands (USA  Europe).zip
116165,Commodore 64,Pipes,Corrida / Pilotagem,Teque,Creative Software,eu,,,,1983-01-01 00:00:00,Pipes (USA  Europe).zip
110543,Commodore 64,Big Bird's Funhouse,Educacional,Children's Television Workshop,CBS Software,eu,,,,1984-01-01 00:00:00,Big Bird's Funhouse (USA  Europe).zip
113338,Commodore 64,Jumpman Junior,Plataforma,Randy Glover,Epyx,eu,,,,1983-01-01 00:00:00,Jumpman Junior (USA  Europe).zip
248907,Commodore 64,Super Mario Bros 64,Plataforma / Corre e Pula,Zeropaige,Public Domain,eu,,,,2019-04-18 00:00:00,super_mario_bros_64_-_zeropaige.zip
115246,Commodore 64,Minnesota Fat's Pool Challenger,Esporte / Sinuca,Nick Strange,Hesware,us,,,,1983-01-01 00:00:00,Minnesota Fat's Pool Challenger (USA).zip
114571,Commodore 64,Maze Master,Ação / Labirinto,Michael Cranford,Hesware,eu,,,,1983-01-01 00:00:00,Maze Master (USA  Europe).zip
115726,Commodore 64,Number Tumbler,Educacional,ChildWare,Fisher-Price Learning Software,eu,,,,1984-01-01 00:00:00,Number Tumblers (USA  Europe).zip
111730,Commodore 64,Dragon's Den,Educacional,ChildWare,Commodore Electronics,eu,,,,1983-01-01 00:00:00,Dragonsden (USA  Europe).zip
111929,Commodore 64,Espial,Shoot'em Up / Vertical,Tigervision,Tigervision,eu,,,,1984-01-01 00:00:00,Espial (USA  Europe).zip
116084,Commodore 64,Peanut Butter Panic,Ação / Aventura,CTW Software Group,CBS Software,eu,,,,1984-01-01 00:00:00,Peanut Butter Panic (USA  Europe).zip
114336,Commodore 64,Lunar Leeper,Shoot'em Up / Horizontal,Dr. Robert Rassmussen,Sierra On-Line,eu,,,,1984-01-01 00:00:00,Lunar Leeper (USA  Europe).zip
35901,Commodore 64,Battlezone,Tiro / Carro 1ª Pessoa,Atari,Atari,eu,,,,1984-06-01 00:00:00,Battlezone (USA  Europe).zip
36344,Commodore 64,Satan,Plataforma,Creepsoft,Dinamic Software,eu,,,,1990-01-01 00:00:00,Satan (USA  Europe).zip
36004,Commodore 64,The Official Frogger,Plataforma,Chuck Benton,Sierra,eu,,,,1984-01-01 00:00:00,Frogger (USA  Europe).zip
112224,Commodore 64,The Frogger + River Raid + Activision Decathlon + Beamrider,Compilação,Chuck Benton,Sierra,eu,,,,1984-01-01 00:00:00,Frogger + River Raid + Activision Decathlon  The + Beamrider (USA  Europe) (Arcade Classic Pak).zip
115051,Commodore 64,Star Trek : Strategic Operations Simulator,Tiro / Carro 1ª Pessoa,SEGA,SEGA,eu,,,,1983-01-01 00:00:00,Star Trek - Strategic Operations Simulator (USA  Europe).zip
112701,Commodore 64,Attack of the Mutant Camels,Tiro / Horizontal,Hesware,Hesware,us,,,,1983-01-01 00:00:00,Gridrunner II - Attack of the Mutant Camels (USA).zip
35969,Commodore 64,Ms. Pac-Man,Ação / Labirinto,Atarisoft,Atarisoft,eu,,,,1983-01-01 00:00:00,Ms. Pac-Man (USA  Europe).zip
116884,Commodore 64,Viduzzles,Quebra-cabeças,Atarisoft,Commodore Electronics,eu,,,,1983-01-01 00:00:00,Viduzzles - Computerized Jigsaw Puzzles (USA  Europe).zip
36773,Commodore 64,Vindicators,Tiro / Carro 3ª Pessoa,Consult Software,Domark,eu,,,,1990-01-01 00:00:00,Vindicators (USA  Europe).zip
116727,Commodore 64,Trashman,Ação / Labirinto,Consult Software,Creative Software,eu,,,,1990-01-01 00:00:00,Trashman (USA  Europe).zip
36755,Commodore 64,Tapper,Estratégia,Beck-Tech,SEGA,eu,,,,1984-01-01 00:00:00,Tapper (USA  Europe).zip
112222,Commodore 64,Frog Master,Simulação,Michael F.C. Crick,Commodore Electronics,eu,,,,1983-01-01 00:00:00,Frog Master (USA  Europe).zip
36296,Commodore 64,Mountain King,Plataforma,Beyond,Beyond,eu,,,,1983-01-01 00:00:00,Mountain King (USA  Europe).zip
114779,Commodore 64,Robotron 2084,Plataforma,Vid Kidz,Atari,eu,,,,1983-01-01 00:00:00,Robotron - 2084 (USA  Europe).zip
110401,Commodore 64,Buck Rogers : Planet Of Zoom,Shoot'em Up,SEGA,U.S. Gold,eu,,,,1983-01-01 00:00:00,Buck Rogers - Planet of Zoom (USA  Europe).zip
35895,Commodore 64,The Great Giana Sisters,Plataforma,Time Warp Software,Rainbow Arts,eu,,,,1987-05-06 00:00:00,The_Great_Giana_Sisters.d64
115363,Commodore 64,Mr. Cool,Quebra-cabeças,Time Warp Software,Sierra On-Line,eu,,,,1983-01-01 00:00:00,Mr. Cool (USA  Europe).zip
111441,Commodore 64,Dancing Feats,Quebra-cabeças,Time Warp Software,Softsync,eu,,,,1983-01-01 00:00:00,Dancing Feats (USA  Europe).zip
111109,Commodore 64,Choplifter!,Shoot'em Up / Horizontal,Dan Gorlin,Brøderbund Software,eu,,,,1982-01-01 00:00:00,Choplifter! (USA  Europe).zip
113330,Commodore 64,Juke Box,Música e dança,Joyce Hakansson Associates,Spinnaker Software,eu,,,,1984-01-01 00:00:00,Jukebox (USA  Europe).zip
36380,Commodore 64,Space Shuttle : A Journey into Space,Simulação / Veículos,James Software,Activision,eu,,,,1984-01-01 00:00:00,Space Shuttle - A Journey into Space (USA  Europe).zip
111998,Commodore 64,Falconian Invaders,Tiro,Gregory Pratt,Turbo Software,eu,,,,1983-01-01 00:00:00,Falconian Invaders (USA  Europe).zip
112226,Commodore 64,Frogger II : Threeedeep!,Plataforma,Parker Brothers,Parker Brothers,eu,,,,1984-01-01 00:00:00,Frogger II - Threeedeep! (USA  Europe).zip
36300,Commodore 64,Popeye,Plataforma,Parker Brothers,Parker Brothers,eu,,,,1983-01-01 00:00:00,Popeye (USA  Europe).zip
110544,Commodore 64,Big Bird's Special Delivery,Educacional,Children's Television Workshop,CBS Software,eu,,,,1984-01-01 00:00:00,Big Bird's Special Delivery (USA  Europe).zip
36034,Commodore 64,After the War,Briga de rua,Dinamic Software,Dinamic Software,eu,,,,1989-01-01 00:00:00,After the War (USA  Europe).zip
115598,Commodore 64,Super Zaxxon,Shoot'em Up / Horizontal,SEGA,SEGA,eu,,,,1984-01-01 00:00:00,Super Zaxxon (USA  Europe).zip
111675,Commodore 64,Dot Gobbler,Ação / Labirinto,Don Tinsley,OEM,eu,,,,1983-01-01 00:00:00,Dot Gobbler (USA  Europe) (Alt 1).zip
35922,Commodore 64,Lode Runner,Plataforma / Corre e Pula,Brøderbund Software,Brøderbund Software,eu,,,,1983-01-01 00:00:00,Lode Runner (USA  Europe).zip
110619,Commodore 64,Sammy Lightfoot,Plataforma,Sierra On-Line,Sierra On-Line,eu,,,,1983-01-01 00:00:00,Sammy Lightfoot (USA  Europe).zip
116159,Commodore 64,Pinball Spectacular,Pinball,HAL Laboratory,Commodore Electronics,wr,,,,1983-01-01 00:00:00,Pinball Spectacular (World) (MAX).zip
110910,Commodore 64,Solar Fox,Tiro / Avião,Midway,Commodore Electronics,eu,,,,1983-01-01 00:00:00,Solar Fox (USA  Europe).zip
36468,Commodore 64,River Raid,Shoot'em Up / Vertical,Activision,Activision,eu,,,,1984-01-01 00:00:00,River Raid (USA  Europe).zip
114680,Commodore 64,Kickman,Ação / Aventura,Midway,Commodore Electronics,wr,,,,1982-01-01 00:00:00,Kickman (World) (v03) (MAX).zip
110760,Commodore 64,Sesame Street Letter-Go-Round,Educacional,Midway,Children's Computer Workshop,eu,,,,1984-01-01 00:00:00,Sesame Street - Letter-Go-Round (USA  Europe).zip
109524,Commodore 64,Adventure Creator,Aventura,Dale Disharoon,Spinnaker Software,eu,,,,1984-01-01 00:00:00,Adventure Creator (USA  Europe).zip
109684,Commodore 64,Howzat,Aventura,Dale Disharoon,Armchair Entertainment,eu,,,,1984-01-01 00:00:00,Arnie Armchair's Howzat Cricket Game (USA  Europe).zip
114646,Commodore 64,Ranch,Educacional,Dale Disharoon,Spinnaker Software,eu,,,,1984-01-01 00:00:00,Ranch (USA  Europe).zip
115378,Commodore 64,Mr. TNT,Ação / Labirinto,Dale Disharoon,Hesware,eu,,,,1984-01-01 00:00:00,Mr. TNT (USA  Europe).zip
111747,Commodore 64,Ducks Ahoy!,Ação / Labirinto,Dale Disharoon,CBS Software,eu,,,,1984-01-01 00:00:00,Ducks Ahoy! (USA  Europe).zip
110739,Commodore 64,Sea Speller,Ação / Labirinto,Dale Disharoon,CBS Software,eu,,,,1984-01-01 00:00:00,Sea Speller (USA  Europe).zip
36493,Commodore 64,Decathlon,Esporte / Poliesportivo,Activision,Activision,eu,,,,1983-01-01 00:00:00,Activision Decathlon  The (USA  Europe).zip
36058,Commodore 64,Congo Bongo,Plataforma,SEGA,SEGA,eu,,,,1983-01-01 00:00:00,Congo Bongo (USA  Europe).zip
108850,Commodore 64,Zenji,Ação,Adam Bellin,Activision,eu,,,,1984-01-01 00:00:00,Zenji (USA  Europe).zip
110471,Commodore 64,Alphabet Zoo,Educacional,Adam Bellin,Activision,eu,,,,1984-01-01 00:00:00,Alphabet Zoo (USA  Europe).zip
114384,Commodore 64,Spitball,Educacional,Adam Bellin,Creative Software,eu,,,,1983-01-01 00:00:00,Spitball (USA  Europe).zip
